Away_team,GameDate,Home_team,Humidity,IsPlayoffs,Location,Stadium,Surface,Team1_Team2,Temperature,Visibility,Weather_cat,Wind
ARI,11/16/14,DET,5%,0,"Glendale, Arizona",University of Phoenix Stadium,Grass,ARI_DET,70,20,A Few Clouds,12
IND,11/16/14,NE,96%,0,"Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,IND_NE,29,1,Light Snow Fog/Mist,4
TEN,11/17/14,PIT,63%,0,"Nashville, Tennessee",Nissan Stadium,,PIT_TEN,25,10,A Few Clouds,0
OAK,11/20/14,KC,94%,0,"Oakland, California",Oakland Coliseum,Bluegrass,KC_OAK,55,6,"Mod Rain, Fog",11
ATL,11/23/14,CLE,93%,0,"Atlanta, Georgia",Georgia Dome,Fieldturf,ATL_CLE,52,3,Thunderstorm Heavy Rain Fog/Mist,10
CHI,11/23/14,TB,86%,0,"Chicago, Illinois",Soldier Field,Grass,CHI_TB,53,10,Light Rain,10
IND,11/23/14,JAX,92%,0,"Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,IND_JAX,51,1,Light Rain Fog/Mist,9
MIN,11/23/14,GB,96%,0,"Minneapolis, Minnesota",TCF Bank Stadium,FieldTurf,GB_MIN,46,3,Fog/Mist,6
NE,11/23/14,DET,41%,0,"Foxborough, Massachusetts",Gillette Stadium,Fieldturf,DET_NE,61,10,Fair,6
PHI,11/23/14,TEN,35%,0,"Philadelphia, Pennsylvania",Lincoln Financial Field,Desso,PHI_TEN,53,10,Mostly Cloudy,6
HOU,11/23/14,CIN,50%,0,"Houston, Texas",NRG Stadium,Grass,CIN_HOU,76,10,Fair,14
LAC,11/23/14,LA,58%,0,"San Diego, California",Qualcomm Stadium,Grass,LA_LAC,72,0,NA,3
SEA,11/23/14,ARI,62%,0,"Seattle, Washington",CenturyLink Field,Fieldturf,ARI_SEA,57,10,Partly Cloudy,6
DEN,11/23/14,MIA,52%,0,"Denver, Colorado",Sports Authority Field at Mile High,Grass,DEN_MIA,36,20,Showers in Vicinity,7
SF,11/23/14,WAS,40%,0,"Santa Clara, California",Levi's Stadium,Bermuda,SF_WAS,63,10,Mostly Cloudy,4
NYG,11/23/14,DAL,58%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,DAL_NYG,48,10,Fair,0
BUF,11/24/14,NYJ,63%,0,"Detroit, Michigan",Ford Field,Fieldturf,BUF_NYJ,40,10,Overcast and Breezy,21
NO,11/24/14,BAL,56%,0,"New Orleans, Louisiana",Mercedes-Benz Superdome,Fieldturf,BAL_NO,58,10,Mostly Cloudy,9
DET,11/27/14,CHI,55%,0,"Detroit, Michigan",Ford Field,Fieldturf,CHI_DET,36,10,Overcast,9
DAL,11/27/14,PHI,29%,0,"Arlington, Texas",AT&T Stadium,RealGrass,DAL_PHI,57,10,Clear,0
SF,11/27/14,SEA,60%,0,"Santa Clara, California",Levi's Stadium,Bermuda,SEA_SF,58,9,A Few Clouds,0
BUF,11/30/14,CLE,69%,0,"Orchard Park, New York",New Era Field,A-Turf,BUF_CLE,57,10,Overcast,11
IND,11/30/14,WAS,70%,0,"Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,IND_WAS,63,10,Overcast,17
LA,11/30/14,OAK,55%,0,"St. Louis, Missouri",Edward Jones Dome,Fieldturf,LA_OAK,70,10,Overcast,12
MIN,11/30/14,CAR,56%,0,"Minneapolis, Minnesota",TCF Bank Stadium,FieldTurf,CAR_MIN,15,10,Overcast,15
PIT,11/30/14,NO,56%,0,"Pittsburgh, Pennsylvania",Heinz Field,Desso,NO_PIT,61,10,Overcast,12
TB,11/30/14,CIN,47%,0,"Tampa, Florida",Raymond James Stadium,Grass,CIN_TB,76,10,Mostly Cloudy,7
JAX,11/30/14,NYG,57%,0,"Jacksonville, Florida",EverBank Field,,JAX_NYG,72,10,Partly Cloudy,7
BAL,11/30/14,LAC,44%,0,"Baltimore, Maryland",M&T Bank Stadium,,BAL_LAC,58,0,Mostly Sunny,0
HOU,11/30/14,TEN,58%,0,"Houston, Texas",NRG Stadium,Grass,HOU_TEN,78,10,Partly Cloudy,10
ATL,11/30/14,ARI,60%,0,"Atlanta, Georgia",Georgia Dome,Fieldturf,ARI_ATL,60,10,Fair,3
GB,11/30/14,NE,65%,0,"Green Bay, Wisconsin",Lambeau Field,Desso,GB_NE,23,10,Fair,7
KC,11/30/14,DEN,50%,0,"Kansas City, Missouri",Arrowhead Stadium,Grass,DEN_KC,25,10,Fair,12
NYJ,12/1/14,MIA,56%,0,"Rutherford, New Jersey",MetLife Stadium,Fieldturf,MIA_NYJ,43,10,A Few Clouds,9
CHI,12/4/14,DAL,68%,0,"Chicago, Illinois",Click to see stadium details,Grass,CHI_DAL,34,10,Overcast,6
CIN,12/7/14,PIT,62%,0,"Cincinnati, Ohio",Click to see stadium details,,CIN_PIT,42,8,Clear,3
CLE,12/7/14,IND,62%,0,"Cleveland, Ohio",Click to see stadium details,Kentucky,CLE_IND,38,10,Mostly Cloudy,11
DET,12/7/14,TB,59%,0,"Detroit, Michigan",Click to see stadium details,Fieldturf,DET_TB,34,10,Partly Cloudy,5
TEN,12/7/14,NYG,66%,0,"Nashville, Tennessee",Click to see stadium details,,NYG_TEN,47,9,Mostly Cloudy,7
MIA,12/7/14,BAL,69%,0,"Miami Gardens, Florida",Click to see stadium details,Grass,BAL_MIA,77,10,Partly Cloudy,12
MIN,12/7/14,NYJ,85%,0,"Minneapolis, Minnesota",Click to see stadium details,FieldTurf,MIN_NYJ,34,8,Mostly Cloudy,11
NO,12/7/14,CAR,68%,0,"New Orleans, Louisiana",Click to see stadium details,Fieldturf,CAR_NO,55,9,Mostly Cloudy,5
WAS,12/7/14,LA,41%,0,"Landover, Maryland",Click to see stadium details,Grass,LA_WAS,46,10,Clear,10
JAX,12/7/14,HOU,81%,0,"Jacksonville, Florida",Click to see stadium details,,HOU_JAX,58,9,Overcast,9
DEN,12/7/14,BUF,28%,0,"Denver, Colorado",Click to see stadium details,Grass,BUF_DEN,55,4,Clear,3
ARI,12/7/14,KC,36%,0,"Glendale, Arizona",Click to see stadium details,Grass,ARI_KC,75,10,Partly Cloudy,1
OAK,12/7/14,SF,87%,0,"Oakland, California",Click to see stadium details,Bluegrass,OAK_SF,61,9,Overcast,2
PHI,12/7/14,SEA,49%,0,"Philadelphia, Pennsylvania",Click to see stadium details,Desso,PHI_SEA,39,10,Clear,6
LAC,12/7/14,NE,71%,0,"San Diego, California",Click to see stadium details,Grass,LAC_NE,64,9,Mostly Cloudy,2
GB,12/8/14,ATL,95%,0,"Green Bay, Wisconsin",Click to see stadium details,Desso,ATL_GB,32,3,Overcast,4
LA,12/11/14,ARI,84%,0,"St. Louis, Missouri",Click to see stadium details,Fieldturf,ARI_LA,30,8,Clear,1
ATL,12/14/14,PIT,49%,0,"Atlanta, Georgia",Click to see stadium details,Fieldturf,ATL_PIT,54,10,Clear,8
BUF,12/14/14,GB,93%,0,"Orchard Park, New York",Click to see stadium details,A-Turf,BUF_GB,34,6,Overcast,9
CLE,12/14/14,CIN,93%,0,"Cleveland, Ohio",Click to see stadium details,Kentucky,CIN_CLE,45,8,Overcast,5
IND,12/14/14,HOU,85%,0,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,HOU_IND,47,7,Mostly Cloudy,4
KC,12/14/14,OAK,78%,0,"Kansas City, Missouri",Click to see stadium details,Grass,KC_OAK,60,9,Overcast,10
NE,12/14/14,MIA,64%,0,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,MIA_NE,43,10,Clear,5
NYG,12/14/14,WAS,70%,0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NYG_WAS,43,9,Overcast,7
CAR,12/14/14,TB,32%,0,"Charlotte, North Carolina",Click to see stadium details,Grass,CAR_TB,58,10,Clear,2
BAL,12/14/14,JAX,65%,0,"Baltimore, Maryland",Click to see stadium details,,BAL_JAX,49,9,Mostly Cloudy,7
TEN,12/14/14,NYJ,77%,0,"Nashville, Tennessee",Click to see stadium details,,NYJ_TEN,49,9,Mostly Cloudy,1
LAC,12/14/14,DEN,57%,0,"San Diego, California",Click to see stadium details,Grass,DEN_LAC,62,10,Partly Cloudy,5
SEA,12/14/14,SF,61%,0,"Seattle, Washington",Click to see stadium details,Fieldturf,SEA_SF,49,10,Clear,2
DET,12/14/14,MIN,87%,0,"Detroit, Michigan",Click to see stadium details,Fieldturf,DET_MIN,47,5,Overcast,1
PHI,12/14/14,DAL,72%,0,"Philadelphia, Pennsylvania",Click to see stadium details,Desso,DAL_PHI,42,9,Mostly Cloudy,6
CHI,12/15/14,NO,93%,0,"Chicago, Illinois",Click to see stadium details,Grass,CHI_NO,42,3,Overcast,6
JAX,12/18/14,TEN,75%,0,"Jacksonville, Florida",Click to see stadium details,,JAX_TEN,54,9,Partly Cloudy,3
WAS,12/20/14,PHI,62%,0,"Landover, Maryland",Click to see stadium details,Grass,PHI_WAS,35,10,Mostly Cloudy,1
SF,12/20/14,LAC,82%,0,"Santa Clara, California",Click to see stadium details,Bermuda,LAC_SF,58,9,Overcast,1
CHI,12/21/14,DET,76%,0,"Chicago, Illinois",Click to see stadium details,Grass,CHI_DET,36,9,Mostly Cloudy,7
MIA,12/21/14,MIN,64%,0,"Miami Gardens, Florida",Click to see stadium details,Grass,MIA_MIN,78,9,Mostly Cloudy,7
NO,12/21/14,ATL,83%,0,"New Orleans, Louisiana",Click to see stadium details,Fieldturf,ATL_NO,57,9,Overcast,2
NYJ,12/21/14,NE,74%,0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NE_NYJ,35,9,Mostly Cloudy,4
PIT,12/21/14,KC,67%,0,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,KC_PIT,34,8,Mostly Cloudy,0
TB,12/21/14,GB,65%,0,"Tampa, Florida",Click to see stadium details,Grass,GB_TB,76,10,Mostly Cloudy,4
CAR,12/21/14,CLE,62%,0,"Charlotte, North Carolina",Click to see stadium details,Grass,CAR_CLE,50,10,Mostly Cloudy,4
HOU,12/21/14,BAL,74%,0,"Houston, Texas",Click to see stadium details,Grass,BAL_HOU,58,9,Mostly Cloudy,2
LA,12/21/14,NYG,73%,0,"St. Louis, Missouri",Click to see stadium details,Fieldturf,LA_NYG,41,9,Overcast,7
DAL,12/21/14,IND,81%,0,"Arlington, Texas",Click to see stadium details,RealGrass,DAL_IND,51,9,Overcast,9
OAK,12/21/14,BUF,90%,0,"Oakland, California",Click to see stadium details,Bluegrass,BUF_OAK,62,8,Mostly Cloudy,6
ARI,12/21/14,SEA,63%,0,"Glendale, Arizona",Click to see stadium details,Grass,ARI_SEA,54,10,Partly Cloudy,1
CIN,12/22/14,DEN,75%,0,"Cincinnati, Ohio",Click to see stadium details,,CIN_DEN,46,7,Partly Cloudy,7
TEN,12/28/14,IND,90%,0,"Nashville, Tennessee",Click to see stadium details,,IND_TEN,41,7,Overcast,5
KC,12/28/14,LAC,56%,0,"Kansas City, Missouri",Click to see stadium details,Grass,KC_LAC,37,10,Clear,5
MIA,12/28/14,NYJ,70%,0,"Miami Gardens, Florida",Click to see stadium details,Grass,MIA_NYJ,80,10,Partly Cloudy,7
MIN,12/28/14,CHI,82%,0,"Minneapolis, Minnesota",Click to see stadium details,FieldTurf,CHI_MIN,22,8,Mostly Cloudy,4
NE,12/28/14,BUF,73%,0,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,BUF_NE,49,9,Overcast,8
NYG,12/28/14,PHI,74%,0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NYG_PHI,51,9,Mostly Cloudy,6
TB,12/28/14,NO,70%,0,"Tampa, Florida",Click to see stadium details,Grass,NO_TB,77,9,Partly Cloudy,7
WAS,12/28/14,DAL,60%,0,"Landover, Maryland",Click to see stadium details,Grass,DAL_WAS,57,10,Mostly Cloudy,4
BAL,12/28/14,CLE,62%,0,"Baltimore, Maryland",Click to see stadium details,,BAL_CLE,56,10,Overcast,3
HOU,12/28/14,JAX,92%,0,"Houston, Texas",Click to see stadium details,Grass,HOU_JAX,43,7,Drizzle,8
ATL,12/28/14,CAR,96%,0,"Atlanta, Georgia",Click to see stadium details,Fieldturf,ATL_CAR,58,8,Overcast,2
GB,12/28/14,DET,75%,0,"Green Bay, Wisconsin",Click to see stadium details,Desso,DET_GB,25,7,Overcast,6
DEN,12/28/14,OAK,53%,0,"Denver, Colorado",Click to see stadium details,Grass,DEN_OAK,33,6,Partly Cloudy,0
SF,12/28/14,ARI,56%,0,"Santa Clara, California",Click to see stadium details,Bermuda,ARI_SF,56,9,Clear,5
SEA,12/28/14,LA,82%,0,"Seattle, Washington",Click to see stadium details,Fieldturf,LA_SEA,43,10,Mostly Cloudy,1
PIT,12/28/14,CIN,87%,0,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,CIN_PIT,35,9,Overcast,1
CAR,1/3/15,ARI,97%,1,"Charlotte, North Carolina",Click to see stadium details,Grass,ARI_CAR,50,1,Foggy,1
PIT,1/3/15,BAL,92%,1,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,BAL_PIT,48,9,Mostly Cloudy,7
IND,1/4/15,CIN,86%,1,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,CIN_IND,33,5,Light Snow,12
DAL,1/4/15,DET,54%,1,"Arlington, Texas",Click to see stadium details,RealGrass,DAL_DET,37,10,Clear,5
NE,1/10/15,BAL,54%,1,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,BAL_NE,15,10,Clear,4
SEA,1/10/15,CAR,95%,1,"Seattle, Washington",Click to see stadium details,Fieldturf,CAR_SEA,45,10,Overcast,0
GB,1/11/15,DAL,73%,1,"Green Bay, Wisconsin",Click to see stadium details,Desso,DAL_GB,23,9,Overcast,4
DEN,1/11/15,IND,85%,1,"Denver, Colorado",Click to see stadium details,Grass,DEN_IND,37,3,Overcast,2
SEA,1/18/15,GB,79%,1,"Seattle, Washington",Click to see stadium details,Fieldturf,GB_SEA,50,9,Mostly Cloudy,10
NE,1/18/15,IND,89%,1,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,IND_NE,47,6,Overcast,9
SEA,2/1/15,NE,54%,1,"Glendale, Arizona",Click to see stadium details,Grass,NE_SEA,66,10,Clear,4
NE,9/10/15,PIT,95%,0,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,NE_PIT,64,6,Light Rain,9
CHI,9/13/15,GB,41%,0,"Chicago, Illinois",Click to see stadium details,Grass,CHI_GB,68,7,Partly Cloudy,4
HOU,9/13/15,KC,39%,0,"Houston, Texas",Click to see stadium details,Grass,HOU_KC,83,10,Clear,8
NYJ,9/13/15,CLE,51%,0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,CLE_NYJ,76,10,Partly Cloudy,7
BUF,9/13/15,IND,83%,0,"Orchard Park, New York",Click to see stadium details,A-Turf,BUF_IND,53,8,Mostly Cloudy,7
WAS,9/13/15,MIA,51%,0,"Landover, Maryland",Click to see stadium details,Grass,MIA_WAS,71,9,Partly Cloudy,11
JAX,9/13/15,CAR,53%,0,"Jacksonville, Florida",Click to see stadium details,,CAR_JAX,81,10,Partly Cloudy,1
LA,9/13/15,SEA,36%,0,"St. Louis, Missouri",Click to see stadium details,Fieldturf,LA_SEA,71,10,Clear,3
ARI,9/13/15,NO,22%,0,"Glendale, Arizona",Click to see stadium details,Grass,ARI_NO,102,10,Partly Cloudy,4
LAC,9/13/15,DET,56%,0,"San Diego, California",Click to see stadium details,Grass,DET_LAC,82,9,Clear,8
TB,9/13/15,TEN,73%,0,"Tampa, Florida",Click to see stadium details,Grass,TB_TEN,81,9,Mostly Cloudy,6
OAK,9/13/15,CIN,54%,0,"Oakland, California",Click to see stadium details,Bluegrass,CIN_OAK,75,10,Partly Cloudy,9
DEN,9/13/15,BAL,10%,0,"Denver, Colorado",Click to see stadium details,Grass,BAL_DEN,86,10,Partly Cloudy,5
DAL,9/13/15,NYG,38%,0,"Arlington, Texas",Click to see stadium details,RealGrass,DAL_NYG,78,10,Clear,9
ATL,9/14/15,PHI,61%,0,"Atlanta, Georgia",Click to see stadium details,Fieldturf,ATL_PHI,65,10,Clear,2
SF,9/14/15,MIN,82%,0,"Santa Clara, California",Click to see stadium details,Bermuda,MIN_SF,64,8,Mostly Cloudy,4
KC,9/17/15,DEN,71%,0,"Kansas City, Missouri",Click to see stadium details,Grass,DEN_KC,80,8,Mostly Cloudy,8
CAR,9/20/15,HOU,41%,0,"Charlotte, North Carolina",Click to see stadium details,Grass,CAR_HOU,88,10,Partly Cloudy,2
PIT,9/20/15,SF,50%,0,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,PIT_SF,69,10,Clear,2
NO,9/20/15,TB,45%,0,"New Orleans, Louisiana",Click to see stadium details,Fieldturf,NO_TB,92,10,Clear,2
MIN,9/20/15,DET,50%,0,"Minneapolis, Minnesota",Click to see stadium details,FieldTurf,DET_MIN,70,10,Partly Cloudy,12
CHI,9/20/15,ARI,48%,0,"Chicago, Illinois",Click to see stadium details,Grass,ARI_CHI,69,10,Partly Cloudy,3
BUF,9/20/15,NE,54%,0,"Orchard Park, New York",Click to see stadium details,A-Turf,BUF_NE,62,10,Clear,4
CIN,9/20/15,LAC,43%,0,"Cincinnati, Ohio",Click to see stadium details,,CIN_LAC,73,10,Partly Cloudy,6
CLE,9/20/15,TEN,59%,0,"Cleveland, Ohio",Click to see stadium details,Kentucky,CLE_TEN,66,10,Partly Cloudy,11
NYG,9/20/15,ATL,41%,0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,ATL_NYG,77,10,Clear,7
WAS,9/20/15,LA,53%,0,"Landover, Maryland",Click to see stadium details,Grass,LA_WAS,75,10,Partly Cloudy,6
JAX,9/20/15,MIA,57%,0,"Jacksonville, Florida",Click to see stadium details,,JAX_MIA,83,10,Clear,5
OAK,9/20/15,BAL,26%,0,"Oakland, California",Click to see stadium details,Bluegrass,BAL_OAK,89,10,Dry and Partly Cloudy,7
PHI,9/20/15,DAL,43%,0,"Philadelphia, Pennsylvania",Click to see stadium details,Desso,DAL_PHI,74,10,Clear,7
GB,9/20/15,SEA,80%,0,"Green Bay, Wisconsin",Click to see stadium details,Desso,GB_SEA,54,9,Clear,6
IND,9/21/15,NYJ,66%,0,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,IND_NYJ,59,9,Clear,3
NYG,9/24/15,WAS,71%,0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NYG_WAS,66,9,Clear,2
DAL,9/27/15,ATL,31%,0,"Arlington, Texas",Click to see stadium details,RealGrass,ATL_DAL,89,10,Clear,4
TEN,9/27/15,IND,67%,0,"Nashville, Tennessee",Click to see stadium details,,IND_TEN,77,9,Mostly Cloudy,4
CLE,9/27/15,OAK,57%,0,"Cleveland, Ohio",Click to see stadium details,Kentucky,CLE_OAK,75,10,Mostly Cloudy,10
BAL,9/27/15,CIN,61%,0,"Baltimore, Maryland",Click to see stadium details,,BAL_CIN,73,10,Mostly Cloudy,8
NE,9/27/15,JAX,44%,0,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,JAX_NE,70,10,Clear,3
CAR,9/27/15,NO,91%,0,"Charlotte, North Carolina",Click to see stadium details,Grass,CAR_NO,67,4,Overcast,8
NYJ,9/27/15,PHI,57%,0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NYJ_PHI,70,10,Partly Cloudy,5
HOU,9/27/15,TB,79%,0,"Houston, Texas",Click to see stadium details,Grass,HOU_TB,75,8,Mostly Cloudy,8
MIN,9/27/15,LAC,44%,0,"Minneapolis, Minnesota",Click to see stadium details,FieldTurf,LAC_MIN,80,10,Clear,13
LA,9/27/15,PIT,72%,0,"St. Louis, Missouri",Click to see stadium details,Fieldturf,LA_PIT,76,9,Mostly Cloudy,4
ARI,9/27/15,SF,18%,0,"Glendale, Arizona",Click to see stadium details,Grass,ARI_SF,102,10,Clear,3
MIA,9/27/15,BUF,80%,0,"Miami Gardens, Florida",Click to see stadium details,Grass,BUF_MIA,80,9,Mostly Cloudy,0
SEA,9/27/15,CHI,51%,0,"Seattle, Washington",Click to see stadium details,Fieldturf,CHI_SEA,62,10,Clear,7
DET,9/27/15,DEN,79%,0,"Detroit, Michigan",Click to see stadium details,Fieldturf,DEN_DET,67,9,Mostly Cloudy,7
GB,9/28/15,KC,94%,0,"Green Bay, Wisconsin",Click to see stadium details,Desso,GB_KC,62,8,Overcast,3
PIT,10/1/15,BAL,74%,0,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,BAL_PIT,54,9,Mostly Cloudy,7
MIA,10/4/15,NYJ,57%,0,"London, London",Click to see stadium details,Desso,MIA_NYJ,62,8,Partly Cloudy,6
IND,10/4/15,JAX,57%,0,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,IND_JAX,71,10,Partly Cloudy,8
BUF,10/4/15,NYG,65%,0,"Orchard Park, New York",Click to see stadium details,A-Turf,BUF_NYG,60,10,Mostly Cloudy,4
TB,10/4/15,CAR,79%,0,"Tampa, Florida",Click to see stadium details,Grass,CAR_TB,75,7,Partly Cloudy,7
WAS,10/4/15,PHI,77%,0,"Landover, Maryland",Click to see stadium details,Grass,PHI_WAS,59,9,Overcast,13
CHI,10/4/15,OAK,81%,0,"Chicago, Illinois",Click to see stadium details,Grass,CHI_OAK,56,7,Overcast,8
ATL,10/4/15,HOU,86%,0,"Atlanta, Georgia",Click to see stadium details,Fieldturf,ATL_HOU,65,9,Overcast,9
CIN,10/4/15,KC,57%,0,"Cincinnati, Ohio",Click to see stadium details,,CIN_KC,73,10,Clear,8
LAC,10/4/15,CLE,68%,0,"San Diego, California",Click to see stadium details,Grass,CLE_LAC,68,9,Mostly Cloudy,7
SF,10/4/15,GB,37%,0,"Santa Clara, California",Click to see stadium details,Bermuda,GB_SF,76,10,Clear,6
ARI,10/4/15,LA,25%,0,"Glendale, Arizona",Click to see stadium details,Grass,ARI_LA,91,10,Partly Cloudy,14
DEN,10/4/15,MIN,64%,0,"Denver, Colorado",Click to see stadium details,Grass,DEN_MIN,60,6,Mostly Cloudy,5
NO,10/4/15,DAL,75%,0,"New Orleans, Louisiana",Click to see stadium details,Fieldturf,DAL_NO,64,9,Clear,10
SEA,10/5/15,DET,62%,0,"Seattle, Washington",Click to see stadium details,Fieldturf,DET_SEA,61,10,Partly Cloudy,2
HOU,10/8/15,IND,73%,0,"Houston, Texas",Click to see stadium details,Grass,HOU_IND,76,9,Mostly Cloudy,2
KC,10/11/15,CHI,45%,0,"Kansas City, Missouri",Click to see stadium details,Grass,CHI_KC,80,10,Clear,11
CIN,10/11/15,SEA,42%,0,"Cincinnati, Ohio",Click to see stadium details,,CIN_SEA,72,10,Clear,7
ATL,10/11/15,WAS,64%,0,"Atlanta, Georgia",Click to see stadium details,Fieldturf,ATL_WAS,71,9,Partly Cloudy,2
TB,10/11/15,JAX,55%,0,"Tampa, Florida",Click to see stadium details,Grass,JAX_TB,83,10,Clear,9
PHI,10/11/15,NO,44%,0,"Philadelphia, Pennsylvania",Click to see stadium details,Desso,NO_PHI,67,10,Clear,4
BAL,10/11/15,CLE,45%,0,"Baltimore, Maryland",Click to see stadium details,,BAL_CLE,68,10,Clear,0
GB,10/11/15,LA,54%,0,"Green Bay, Wisconsin",Click to see stadium details,Desso,GB_LA,73,10,Clear,15
TEN,10/11/15,BUF,45%,0,"Nashville, Tennessee",Click to see stadium details,,BUF_TEN,72,10,Partly Cloudy,2
DET,10/11/15,ARI,44%,0,"Detroit, Michigan",Click to see stadium details,Fieldturf,ARI_DET,69,10,Clear,15
DAL,10/11/15,NE,30%,0,"Arlington, Texas",Click to see stadium details,RealGrass,DAL_NE,92,10,Clear,11
OAK,10/11/15,DEN,55%,0,"Oakland, California",Click to see stadium details,Bluegrass,DEN_OAK,76,10,Clear,8
NYG,10/11/15,SF,72%,0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NYG_SF,57,9,Clear,3
LAC,10/12/15,PIT,60%,0,"San Diego, California",Click to see stadium details,Grass,LAC_PIT,76,9,Partly Cloudy,5
NO,10/15/15,ATL,69%,0,"New Orleans, Louisiana",Click to see stadium details,Fieldturf,ATL_NO,69,9,Clear,2
NYJ,10/18/15,WAS,36%,0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,NYJ_WAS,48,10,Mostly Cloudy,10
PIT,10/18/15,ARI,68%,0,"Pittsburgh, Pennsylvania",Click to see stadium details,Desso,ARI_PIT,42,10,Mostly Cloudy,8
MIN,10/18/15,KC,31%,0,"Minneapolis, Minnesota",Click to see stadium details,FieldTurf,KC_MIN,62,10,Clear,15
BUF,10/18/15,CIN,80%,0,"Orchard Park, New York",Click to see stadium details,A-Turf,BUF_CIN,37,9,Mostly Cloudy,2
DET,10/18/15,CHI,39%,0,"Detroit, Michigan",Click to see stadium details,Fieldturf,CHI_DET,50,10,Partly Cloudy,8
CLE,10/18/15,DEN,60%,0,"Cleveland, Ohio",Click to see stadium details,Kentucky,CLE_DEN,46,9,Mostly Cloudy,11
JAX,10/18/15,HOU,66%,0,"Jacksonville, Florida",Click to see stadium details,,HOU_JAX,70,10,Mostly Cloudy,13
TEN,10/18/15,MIA,32%,0,"Nashville, Tennessee",Click to see stadium details,,MIA_TEN,60,10,Clear,6
SEA,10/18/15,CAR,85%,0,"Seattle, Washington",Click to see stadium details,Fieldturf,CAR_SEA,59,8,Overcast,4
GB,10/18/15,LAC,53%,0,"Green Bay, Wisconsin",Click to see stadium details,Desso,GB_LAC,49,9,Clear,8
SF,10/18/15,BAL,64%,0,"Santa Clara, California",Click to see stadium details,Bermuda,BAL_SF,68,9,Partly Cloudy,10
IND,10/18/15,NE,51%,0,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,IND_NE,43,10,Clear,2
PHI,10/19/15,NYG,67%,0,"Philadelphia, Pennsylvania",Click to see stadium details,Desso,NYG_PHI,44,9,Clear,6
SF,10/22/15,SEA,63%,0,"Santa Clara, California",Click to see stadium details,Bermuda,SEA_SF,66,9,Clear,3
JAX,10/25/15,BUF,63%,0,"London, London",Click to see stadium details,Desso,BUF_JAX,51,9,Clear,3
WAS,10/25/15,TB,65%,0,"Landover, Maryland",Click to see stadium details,Grass,TB_WAS,70,10,Mostly Cloudy,8
TEN,10/25/15,ATL,85%,0,"Nashville, Tennessee",Click to see stadium details,,ATL_TEN,61,8,Overcast,8
IND,10/25/15,NO,42%,0,"Indianapolis, Indiana",Click to see stadium details,Fieldturf,IND_NO,61,10,Partly Cloudy,7
DET,10/25/15,MIN,45%,0,"Detroit, Michigan",Click to see stadium details,Fieldturf,DET_MIN,58,10,Clear,5
KC,10/25/15,PIT,38%,0,"Kansas City, Missouri",Click to see stadium details,Grass,KC_PIT,64,10,Clear,6
LA,10/25/15,CLE,44%,0,"St. Louis, Missouri",Click to see stadium details,Fieldturf,CLE_LA,62,10,Partly Cloudy,7
MIA,10/25/15,HOU,67%,0,"Miami Gardens, Florida",Click to see stadium details,Grass,HOU_MIA,82,9,Mostly Cloudy,11
NE,10/25/15,NYJ,82%,0,"Foxborough, Massachusetts",Click to see stadium details,Fieldturf,NE_NYJ,58,8,Mostly Cloudy,6
LAC,10/25/15,OAK,51%,0,"San Diego, California",Click to see stadium details,Grass,LAC_OAK,77,9,Mostly Cloudy,5
NYG,10/25/15,DAL,56%,0,"Rutherford, New Jersey",Click to see stadium details,Fieldturf,DAL_NYG,59,10,Partly Cloudy,10
CAR,10/25/15,PHI,86%,0,"Charlotte, North Carolina",Click to see stadium details,Grass,CAR_PHI,64,8,Mostly Cloudy,0
ARI,10/26/15,BAL,34%,0,"Glendale, Arizona",Click to see stadium details,Grass,ARI_BAL,75,9,Clear,2
