Away_team,GameDate,Home_team,Humidity,IsPlayoffs,Location,Stadium,Surface,Team1_Team2,Temperature,Visibility,Weather_cat,Wind
NE,12/8/13,CLE,47%,0," Foxborough, Massachusetts",Gillette Stadium,Fieldturf,CLE_NE,31f.,10mi,Fair,3mi
NYJ,12/8/13,OAK,48%,0," Rutherford, New Jersey",MetLife Stadium,Fieldturf,NYJ_OAK,34f.,10mi,Overcast,5mi
PHI,12/8/13,DET,89%,0," Philadelphia, Pennsylvania",Lincoln Financial Field,Desso,DET_PHI,27f.,0mi,Heavy Snow Freezing Fog,7mi
PIT,12/8/13,MIA,84%,0," Pittsburgh, Pennsylvania",Heinz Field,Desso,MIA_PIT,26f.,0mi,Light Snow Fog/Mist,4mi
GB,12/8/13,ATL,80%,0," Green Bay, Wisconsin",Lambeau Field,Desso,ATL_GB,10f.,3mi,Light Snow,9mi
DEN,12/8/13,TEN,68%,0," Denver, Colorado",Sports Authority Field at Mile High,Grass,DEN_TEN,19f.,7mi,A Few Clouds with Haze,7mi
LAC,12/8/13,NYG,52%,0," San Diego, California",Qualcomm Stadium,Grass,LAC_NYG,53f.,0mi,Partly Cloudy,7mi
SF,12/8/13,SEA,35%,0," San Francisco, California",Candlestick Park,Kentucky,SEA_SF,45f.,0mi,Clear,0mi
ARI,12/8/13,LA,28%,0," Glendale, Arizona",University of Phoenix Stadium,Grass,ARI_LA,55f.,20mi,Mostly Cloudy,10mi
NO,12/8/13,CAR,100%,0," New Orleans, Louisiana",Mercedes-Benz Superdome,Fieldturf,CAR_NO,52f.,0mi,Fog,4mi
CHI,12/9/13,DAL,60%,0," Chicago, Illinois",Soldier Field,Grass,CHI_DAL,7f.,10mi,Overcast,9mi
DEN,12/12/13,LAC,42%,0," Denver, Colorado",Sports Authority Field at Mile High,Grass,DEN_LAC,39f.,50mi,A Few Clouds,6mi
ATL,12/15/13,WAS,70%,0," Atlanta, Georgia",Georgia Dome,Fieldturf,ATL_WAS,39f.,10mi,Overcast,12mi
CLE,12/15/13,CHI,60%,0," Cleveland, Ohio",Cleveland Municipal Stadium,Grass,CHI_CLE,22f.,8mi,Light Snow,11mi
TEN,12/15/13,ARI,73%,0," Nashville, Tennessee",Nissan Stadium,419,ARI_TEN,34f.,10mi,Overcast,5mi
IND,12/15/13,HOU,71%,0," Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,HOU_IND,19f.,10mi,Overcast,15mi
LA,12/15/13,NO,64%,0," St. Louis, Missouri",Edward Jones Dome,Fieldturf,LA_NO,33f.,6mi,A Few Clouds with Haze,5mi
MIA,12/15/13,NE,61%,0," Miami Gardens, Florida",Hard Rock Stadium,Grass,MIA_NE,85f.,10mi,Partly Cloudy,12mi
MIN,12/15/13,PHI,60%,0," Minneapolis, Minnesota",Hubert H. Humphrey Metrodome,Fieldturf,MIN_PHI,3f.,10mi,A Few Clouds,6mi
NYG,12/15/13,SEA,65%,0," Rutherford, New Jersey",MetLife Stadium,Fieldturf,NYG_SEA,40f.,10mi,A Few Clouds,11mi
JAX,12/15/13,BUF,70%,0," Jacksonville, Florida",EverBank Field,419,BUF_JAX,66f.,10mi,Overcast,8mi
TB,12/15/13,SF,68%,0," Tampa, Florida",Raymond James Stadium,Grass,SF_TB,69f.,10mi,Overcast,7mi
CAR,12/15/13,NYJ,55%,0," Charlotte, North Carolina",Bank of America Stadium,Grass,CAR_NYJ,44f.,10mi,A Few Clouds,5mi
OAK,12/15/13,KC,48%,0," Oakland, California",Oakland Coliseum,Bluegrass,KC_OAK,55f.,7mi,A Few Clouds,4mi
DAL,12/15/13,GB,29%,0," Arlington, Texas",AT&T Stadium,RealGrass,DAL_GB,59f.,10mi,Clear,0mi
PIT,12/15/13,CIN,63%,0," Pittsburgh, Pennsylvania",Heinz Field,Desso,CIN_PIT,27f.,10mi,Overcast and Breezy,18mi
DET,12/16/13,BAL,84%,0," Detroit, Michigan",Ford Field,Fieldturf,BAL_DET,15f.,10mi,Overcast,0mi
BUF,12/22/13,MIA,97%,0," Orchard Park, New York",New Era Field,A-Turf,BUF_MIA,36f.,1mi,Light Rain Fog/Mist,5mi
CIN,12/22/13,MIN,74%,0," Cincinnati, Ohio",Paul Brown Stadium,-,CIN_MIN,53f.,10mi,Partly Cloudy,13mi
KC,12/22/13,IND,75%,0," Kansas City, Missouri",Arrowhead Stadium,Grass,IND_KC,25f.,6mi,Overcast with Haze,8mi
LA,12/22/13,TB,79%,0," St. Louis, Missouri",Edward Jones Dome,Fieldturf,LA_TB,34f.,7mi,Overcast,12mi
NYJ,12/22/13,CLE,64%,0," Rutherford, New Jersey",MetLife Stadium,Fieldturf,CLE_NYJ,70f.,10mi,Overcast,11mi
WAS,12/22/13,DAL,98%,0," Landover, Maryland",FedExField,Grass,DAL_WAS,62f.,10mi,A Few Clouds,9mi
CAR,12/22/13,NO,87%,0," Charlotte, North Carolina",Bank of America Stadium,Grass,CAR_NO,70f.,6mi,Light Rain Fog/Mist,12mi
JAX,12/22/13,TEN,60%,0," Jacksonville, Florida",EverBank Field,419,JAX_TEN,82f.,10mi,Mostly Cloudy,12mi
HOU,12/22/13,DEN,69%,0," Houston, Texas",NRG Stadium,Grass,DEN_HOU,59f.,10mi,Overcast,10mi
SEA,12/22/13,ARI,87%,0," Seattle, Washington",CenturyLink Field,Fieldturf,ARI_SEA,50f.,2mi,Fog,0mi
DET,12/22/13,NYG,76%,0," Detroit, Michigan",Ford Field,Fieldturf,DET_NYG,39f.,10mi,Overcast,8mi
GB,12/22/13,PIT,89%,0," Green Bay, Wisconsin",Lambeau Field,Desso,GB_PIT,22f.,4mi,Light Snow Fog/Mist,5mi
LAC,12/22/13,OAK,48%,0," San Diego, California",Qualcomm Stadium,Grass,LAC_OAK,69f.,0mi,A few Clouds,2mi
BAL,12/22/13,NE,81%,0," Baltimore, Maryland",M&T Bank Stadium,419,BAL_NE,63f.,0mi,Showers,0mi
PHI,12/22/13,CHI,80%,0," Philadelphia, Pennsylvania",Lincoln Financial Field,Desso,CHI_PHI,60f.,10mi,Mostly Cloudy,5mi
SF,12/23/13,ATL,49%,0," San Francisco, California",Candlestick Park,Kentucky,ATL_SF,57f.,0mi,A Few Clouds,0mi
ATL,12/29/13,CAR,83%,0," Atlanta, Georgia",Georgia Dome,Fieldturf,ATL_CAR,48f.,10mi,Overcast,9mi
CIN,12/29/13,BAL,46%,0," Cincinnati, Ohio",Paul Brown Stadium,-,BAL_CIN,59f.,10mi,Overcast,9mi
TEN,12/29/13,HOU,57%,0," Nashville, Tennessee",Nissan Stadium,419,HOU_TEN,53f.,10mi,A Few Clouds,3mi
IND,12/29/13,JAX,76%,0," Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,IND_JAX,37f.,9mi,Overcast and Breezy,19mi
PIT,12/29/13,CLE,93%,0," Pittsburgh, Pennsylvania",Heinz Field,Desso,CLE_PIT,41f.,2mi,Light Rain Fog/Mist,7mi
MIA,12/29/13,NYJ,82%,0," Miami Gardens, Florida",Hard Rock Stadium,Grass,MIA_NYJ,79f.,10mi,Mostly Cloudy,10mi
MIN,12/29/13,DET,51%,0," Minneapolis, Minnesota",Hubert H. Humphrey Metrodome,Fieldturf,DET_MIN,-1f.,10mi,A Few Clouds,11mi
NYG,12/29/13,WAS,85%,0," Rutherford, New Jersey",MetLife Stadium,Fieldturf,NYG_WAS,42f.,2mi,Heavy Rain Fog/Mist,5mi
CHI,12/29/13,GB,75%,0," Chicago, Illinois",Soldier Field,Grass,CHI_GB,24f.,10mi,Overcast,10mi
NE,12/29/13,BUF,96%,0," Foxborough, Massachusetts",Gillette Stadium,Fieldturf,BUF_NE,41f.,3mi,Rain Fog/Mist,8mi
NO,12/29/13,TB,55%,0," New Orleans, Louisiana",Mercedes-Benz Superdome,Fieldturf,NO_TB,57f.,10mi,Mostly Cloudy,3mi
ARI,12/29/13,SF,26%,0," Glendale, Arizona",University of Phoenix Stadium,Grass,ARI_SF,66f.,20mi,Fair,5mi
LAC,12/29/13,KC,34%,0," San Diego, California",Qualcomm Stadium,Grass,KC_LAC,71f.,0mi,Sunny,2mi
SEA,12/29/13,LA,79%,0," Seattle, Washington",CenturyLink Field,Fieldturf,LA_SEA,44f.,10mi,Overcast,0mi
OAK,12/29/13,DEN,13%,0," Oakland, California",Oakland Coliseum,Bluegrass,DEN_OAK,71f.,10mi,A Few Clouds,10mi
DAL,12/29/13,PHI,80%,0," Arlington, Texas",AT&T Stadium,RealGrass,DAL_PHI,32f.,10mi,Overcast,6mi
IND,1/4/14,KC,57%,1," Indianapolis, Indiana",Lucas Oil Stadium,Fieldturf,IND_KC,35f.,10mi,Overcast,6mi
PHI,1/4/14,NO,74%,1," Philadelphia, Pennsylvania",Lincoln Financial Field,Desso,NO_PHI,21f.,10mi,Fair,0mi
CIN,1/5/14,LAC,73%,1," Cincinnati, Ohio",Paul Brown Stadium,-,CIN_LAC,46f.,10mi,Overcast,8mi
GB,1/5/14,SF,60%,1," Green Bay, Wisconsin",Lambeau Field,Desso,GB_SF,4f.,10mi,Fair,7mi
CAR,1/12/13,SF,42%,1," Charlotte, North Carolina",Bank of America Stadium,Grass,CAR_SF,54f.,,Clear,8mi
DEN,1/12/13,LAC,20%,1," Denver, Colorado",Sports Authority Field at Mile High,Grass,DEN_LAC,41f.,,Mostly Cloudy,
SEA,1/11/14,NO,75%,1," Seattle, Washington",CenturyLink Field,Fieldturf,NO_SEA,48f.,,Rain,20mi
NE,1/11/14,IND,100%,1," Foxborough, Massachusetts",Gillette Stadium,Fieldturf,IND_NE,57f.,,Rain,18mi
DEN,1/19/13,NE,10%,1," Denver, Colorado",Sports Authority Field at Mile High,Grass,DEN_NE,63f.,,Clear,
SEA,1/19/13,SF,88%,1," Seattle, Washington",CenturyLink Field,Fieldturf,SEA_SF,43f.,,Mostly Cloudy,
DEN,2/2/13,SEA,63%,1," Rutherford, New Jersey",MetLife Stadium,Fieldturf,DEN_SEA,49f.,,Mostly Cloudy,
